donorID,Probability
100001,0.12121345848648708
100002,0.00035148503308919475
100008,0.04418033262244552
100009,0.0744955818048654
100010,3.6259956829977764e-05
100011,9.715524897842441e-05
100012,8.912089729944723e-05
100018,5.968350474980755e-05
100019,0.08522598613194758
100021,0.02351602077099165
100022,5.8162966502419035e-05
100026,0.020060231461681663
100029,0.03418380745698769
100031,9.126791969191654e-05
100034,0.06079037624181141
100036,0.0002210547271176794
100037,0.00010273933315877958
100045,0.00033126086145179325
100046,3.2351393138330866e-05
100048,0.02463729064715856
100052,6.231181687752585e-05
100055,9.024654805310304e-05
100056,6.130033063007827e-05
100058,0.005840996586923283
100060,0.0001981091840966456
100061,0.00027261341838240516
100064,4.181458072914134e-05
100066,0.00014708839965319964
100067,8.085765321187938e-05
100069,6.596583313125636e-05
100073,8.161437526628062e-05
100075,0.00012091587133545732
100076,0.00011131677625116574
100077,9.65614819524919e-05
100082,0.07556253369635305
100090,0.00010745731744251956
100093,0.00021264060912363936
100094,0.0021744896616080708
100095,0.13238297629128895
100096,0.04440290428396063
100097,0.012785186387351722
100100,0.08588102076659823
100101,0.129922851171404
100103,7.633939165803934e-05
100105,8.662420546073685e-05
100107,0.12837128690056634
100112,0.029613516795514352
100114,0.04473407539513588
100115,0.004209911066350968
100116,0.07679694202706353
100117,1.0052555129121163e-05
100118,0.00010478024034165695
100120,8.12689140982006e-05
100124,4.6493797577249454e-05
100127,0.00020413727867663568
100129,3.267640434616485e-05
100131,0.09292370338543421
100132,0.00017572478159978393
100133,6.231181687752585e-05
100137,0.01557008517150048
100138,0.00016073228125890347
100139,0.031866038850745446
100141,0.0005296543267092762
100142,0.05153034641630457
100143,3.144194357935941e-05
100146,0.0011141779167193485
100147,0.014587471993621518
100149,0.04908589008935412
100150,4.5739949556732116e-05
100151,0.043416095308183925
100152,0.0002517654379992733
100155,0.20867729257157958
100158,0.1131587048304012
100159,9.206516560418085e-05
100160,0.025562566109475646
100164,0.006234150970031154
100166,8.912964448039263e-05
100167,0.00017924459198921842
100168,0.0871344561639329
100169,0.0001601932767532866
100170,2.0404430235472685e-05
100171,4.2074174054750075e-05
100172,8.12689140982006e-05
100173,4.5546128002295585e-05
100174,3.854508032741196e-05
100175,4.426667538697604e-05
100176,4.426667538697604e-05
100177,0.0023957178351832063
100178,4.705699831473631e-05
100179,5.4037898000733294e-05
100181,0.0003529268204533536
100183,8.573731507538478e-05
100186,0.022883670807420715
100190,0.5028158932275336
100196,6.641836762304912e-05
100201,6.787242025475952e-05
100207,5.639567736930011e-05
100208,0.015788761758723003
100211,8.44818008686207e-05
100213,0.020478666811590874
100215,0.046405151503290214
100216,9.830578903477547e-05
100217,0.029528394540846485
100218,0.0014157297917646748
100220,0.04518976085674564
100221,0.07175236461468186
100222,0.004983696636017154
100223,4.1615793048512975e-05
100224,1.9765013043095993e-05
100225,2.092495814488327e-05
100226,0.02090580283312794
100227,3.751004752406324e-05
100228,0.02736460182225099
100230,3.6354383391932376e-05
100236,2.1530213346240026e-05
100237,0.01651264368823026
100239,5.764140336842878e-05
100243,0.00010437583581143286
