donorID,Probability
100001,0.09303800863420786
100003,0.00197115073322796
100004,0.025645006161519567
100006,9.424520808220582e-05
100009,0.03856923550613342
100011,6.737929660578589e-05
100012,0.00010795497808963807
100013,0.00011244450637288458
100014,8.61649738836447e-05
100016,4.6123320407843803e-05
100017,0.06341166895016606
100018,8.833209689789439e-05
100019,0.07049254891968258
100020,0.12180428143092252
100023,0.06611634506161274
100026,0.01663172587324121
100027,0.039252107873262915
100029,0.02756144257803699
100031,6.533359664525118e-05
100032,4.829003917148636e-05
100033,0.04608879906371919
100038,0.0761123168599724
100039,0.026342034388586066
100040,6.238090308056871e-05
100041,0.03954125832362042
100043,0.00010780190938411385
100044,4.9240882859952025e-05
100046,4.202399519254433e-05
100048,0.024203723613482313
100049,0.10834401362549162
100053,0.00010209777052433708
100054,0.006228963291627006
100055,6.02796934550163e-05
100056,8.94578127477476e-05
100057,0.01862628346095837
100058,0.0034581710663726998
100059,0.14999841111039958
100061,0.00018212098478767445
100063,0.04494369967813133
100064,4.6613369769254125e-05
100065,0.10641269286732073
100067,6.142662792125388e-05
100069,5.7331336002773684e-05
100071,0.0029818227987032397
100073,7.182756575288692e-05
100077,0.00011244450637288458
100079,0.06345762706553328
100081,8.920122745006787e-05
100083,5.079830609209413e-05
100084,0.2946680660182911
100085,0.040373640029009054
100086,0.0064552554029749555
100087,0.014253558904272693
100089,0.00011442969285365726
100090,0.00011959601939710268
100092,5.079830609209413e-05
100094,0.0019233611780021405
100095,0.09247479261440877
100098,0.067351683253467
100101,0.10777623244140362
100103,6.164835166329246e-05
100107,0.09836495243862042
100109,0.06081485177917709
100111,0.04987341917150578
100113,0.06220391523167537
100114,0.031044305374707395
100115,0.003487488173881507
100116,0.06326408052560524
100118,5.9606261294668165e-05
100119,4.710862554383907e-05
100121,0.021678019366844395
100123,0.04066793005304842
100124,2.5512645613617853e-05
100125,0.03199977705223233
100126,0.04982686520818212
100127,0.0001606659738947811
100128,0.09559665800200494
100131,0.07441570443853394
100132,0.00015196836880753466
100134,4.1528228421147875e-05
100136,0.07292137012922567
100137,0.016158551411037506
100138,0.00014699487672446002
100139,0.02941402243728951
100140,0.00011959601939710268
100142,0.047759289215287846
100143,4.1528228421147875e-05
100145,0.00016864822220044625
100146,0.0007031668615758657
100149,0.037282650417983836
100150,4.8210982434491385e-05
100154,4.8210982434491385e-05
100155,0.15952855036372549
100156,0.26569129421156534
100161,0.052361722534943055
100162,5.3436849708351174e-05
100165,0.14083250922155027
100166,0.00010349486916009174
100167,0.00014898526320404065
100168,0.06474852022665477
100169,8.630475620885424e-05
100170,1.817930584168542e-05
100171,6.609009932527522e-05
100173,4.829003917148636e-05
100175,4.768256735681014e-05
100176,4.768256735681014e-05
100177,0.0028133637037260667
100181,0.0001880165981688941
100182,0.14476482429730778
100185,0.005967033985228922
100186,0.0229207112265223
100190,0.3414074926931598
100194,0.16457902395820478
100196,9.296255717275987e-05
100199,0.06664098517050455
100201,5.816985141763552e-05
100202,4.4596667092281206e-05
100203,0.0002144885862840873
100204,0.00010506004802091008
100206,0.07410679862149144
100208,0.017709688110635575
100211,0.00010506004802091008
100212,5.411762661869113e-05
100213,0.021190811062561578
100214,0.08094683003228687
100216,6.311592766933251e-05
100218,0.00157433455369383
100222,0.0047445267670183176
100223,6.746090127052561e-05
100228,0.027297682563793158
100229,0.06709969908643587
100230,3.842276397058876e-05
100233,0.0002016345777915812
100236,3.330729323856927e-05
100237,0.018099675225456087
100241,1.5963501485308876e-05
100242,0.009023351767250238
100243,7.139171790203535e-05
100244,0.025010773850879773
100246,2.9213240707679903e-05
100247,0.442859498236412
100249,0.11636085871447367
100251,0.09548413538258861
100252,3.557641569809279e-05
100253,0.07251464694017236
100254,0.2633904843158275
100256,8.057867033290434e-05
100258,0.05651512862492892
100259,0.0018057026859409147
100260,0.07186166460728007
100261,0.00014779338724943192
100263,0.04632948684248733
100266,6.625064401683668e-05
100267,0.09489890733530051
100268,0.17844449522890432
100269,0.0949480174895764
100270,0.05297526055415824
100271,9.186878396329453e-05
100272,6.155125076251127e-05
100273,0.06245325219519027
100275,0.006129289710358661
100279,0.0757865477778961
100281,0.11057092318776089
100284,0.06552242076482181
100289,0.008598386943842469
100291,0.031804540277214015
100292,0.046639498299036956
100293,0.24242681721336123
100294,0.03992365695137331
100295,0.026373154058513558
100296,0.03604064401606567
100298,0.02979938159519842
100299,0.07253631318985367
100300,0.032613067330480014
100301,0.15896045588224264
100304,0.01808974505417946
100307,0.08068875238645776
100313,0.005184776471240296
100314,0.021199195480200446
100315,0.023616511071672508
100319,0.00014779338724943192
100320,0.11712863346427982
100322,0.01615043672433796
100323,6.255700966885785e-05
100325,0.0001310928116507273
100327,0.08797734494712145
100329,0.015222446825743701
100330,0.19367757071916017
100333,4.6084741540600044e-05
100334,0.06236067215242273
100335,0.16262864741939775
100336,0.04327551023492225
100337,0.06031072943001126
100341,0.028695920381585742
100342,0.12174858090674817
100344,5.918044010829265e-05
100345,0.00011257817474826004
100348,0.029483547646840982
100350,0.23716616529757156
100351,0.11288678951433848
100352,0.04891809908838685
100356,0.24231359871647778
100357,0.08701633442955298
100359,0.007730631511175632
100361,2.941558830023716e-05
100363,0.045016805774007025
100368,0.08226322254497656
100369,0.019590804648892807
100370,0.1923909261040767
100371,0.11236019182360422
100373,0.05507181014002154
100374,0.03385195040167128
100376,0.02813802976520025
100380,0.00020015081480110274
100382,0.031851326680275724
100384,0.1654673006249738
100387,0.04410673754704805
100392,0.05103779155296626
100393,0.00018976423764129505
100397,0.15369426748973156
100399,0.12813770518852274
100400,2.8263506802626765e-05
100402,0.021076165693935094
100404,0.1124349840569512
100405,0.19755458526857483
100406,4.952829765825168e-05
100409,2.417206411859533e-05
100411,0.08293466163217028
100413,0.046783872744282515
100416,0.1716522179225259
100417,0.1846353353963143
100418,0.06830706468727019
100419,0.14607355131464064
100423,0.24193938273168195
100425,0.31422429570643096
100426,0.06735329245160311
100427,0.05038521573843364
100428,5.822273369023701e-05
100429,0.1525330159041735
100430,0.0451870069390111
100432,0.00011382469865172373
100434,9.796796122312125e-05
100435,0.10468433284979324
100436,0.04639350285514095
100437,0.2294507501941329
100440,0.00015925633888443067
100441,0.1911541647265883
100444,0.19763735253652362
100445,0.07692266487165401
100446,0.14757979275726493
100449,0.21464071422657346
100450,0.023183488611243773
100451,0.11253003482012315
100452,0.00011257817474826004
100453,0.04179439877657446
100454,0.11642553577662287
100455,4.904747172056457e-05
100456,0.0875605344395084
100459,6.63402612727625e-05
100460,0.03494674501624535
100461,0.020646742035137992
100463,0.08377769442063476
100464,0.07411653114510917
100468,0.15399002521892796
100469,0.022229807412126233
100472,0.00011442969285365726
100473,0.12458283401218759
100475,4.696195150885727e-05
100476,4.125476699970915e-05
100478,0.0002033947160869673
100480,0.00012016945093972448
100481,0.00010384079649585343
100482,0.02112467986320499
100483,0.03904199114852321
100484,0.045051863101228024
100485,0.2541108914344948
100486,0.26034605852919596
100487,0.0565884451131773
100488,0.01978351991769767
100489,0.0633071495221048
100490,0.1382277820119858
100492,0.028480705955151862
100493,0.032152687291159936
100495,5.822273369023701e-05
100499,0.006123179961168499
100502,5.3248295194244004e-05
100503,0.0746925713700794
100505,0.03469909843113779
100506,2.624590587997688e-05
100508,0.06854862373796851
100510,1.8473004340303335e-05
100511,0.0809143052704597
100513,0.37277798585805977
100515,0.07692266487165401
100516,0.010781098624819456
100517,0.3934006075647062
100518,0.12830112505473976
100519,0.061018475041311825
100520,0.013013330568464645
100521,0.17704903010743112
100523,0.0011362167770038812
100524,0.035542764608372725
100525,1.7510145399500118e-05
100526,0.0001226885027954504
100530,0.05238080884403333
100533,0.11178315461777662
100534,0.09991072858209177
100535,0.12493629388539844
100536,0.06494817009737124
100537,5.7280524775082933e-05
100539,0.00012646078594171878
100540,0.01518615999314697
100543,7.319528643276682e-05
100544,0.08031673176015834
100545,0.03829514905098894
100546,0.18478829644125436
100547,0.00019730006192216992
100548,0.04943944016249951
100549,0.004638967149264604
100550,0.023712669582439953
100552,0.09654945384327537
100556,0.06666973696151114
100559,0.00013266286912276857
100560,0.015599281735943606
100561,0.15258742773156958
100565,0.00010685598734000396
100566,0.00024812250527949563
100567,0.00041513902582087373
100569,0.04151958575656448
100570,0.11169700420950772
100572,0.28595004321648093
100573,0.01713715554592858
100574,0.03463462082363555
100575,0.1701236337285503
100576,0.051947578186882656
100577,0.0001442301204291934
100578,0.08881099393003826
100579,0.03561405600662665
100583,0.03227755940634463
100584,0.020801923185300886
100585,4.131861864229746e-05
100587,0.03188950013143393
100589,0.068657441409069
100590,0.20877191716006432
100593,0.02580238549662156
100596,0.015511119246858128
100598,0.06054621493021361
100599,8.233743494201867e-05
100603,0.09758254697880048
100605,0.03777371339029403
100606,0.00028344469960765826
100607,0.10892638413488048
100610,0.07559237204415523
100612,0.01231362105214374
100613,0.00010685598734000396
100614,0.070273953711271
100616,0.028087041058807025
100619,0.00012005588796115126
100620,0.1982964061423257
100623,0.12542521697032863
100624,0.07481806744495606
100626,0.07055224140122024
100627,0.033412629548832645
100630,0.06463255939566223
100631,0.10608108906610217
100635,0.010389733487667804
100637,0.05944264922035943
100642,0.06884461924016672
100644,0.0015123130765632485
100645,0.13880611217203864
100647,0.00026964524252680105
100649,0.02298293320597336
100650,0.15961498389678547
100652,0.012176016780801813
100653,0.041964650085506955
100654,0.00013266286912276857
100655,0.06441988718243276
100656,0.1046128814600479
100657,0.04815974120732084
100658,0.20835636201833016
100659,0.004735061333749637
100660,0.055301621151059945
100662,8.61649738836447e-05
100663,0.029514524156754506
100664,0.0002979889770341715
100666,0.05215672847838106
100667,0.17406823875944072
100668,0.0001180747769562401
100671,0.08147371719045644
100675,0.0008512891091062906
100676,0.05332556570169605
100677,0.1785610425252162
100679,0.08341390244290166
100681,0.00923274762608481
100683,0.08756255096700413
100686,0.05139631625763048
100687,0.03437489216572774
100688,0.05872210069219641
100689,8.61649738836447e-05
100692,0.00010007281904386798
100695,0.17265276593860523
100697,0.042499533579536126
100699,0.09628466979291818
100701,0.027452300839653377
100703,0.0003030121340528794
100704,0.0001137705668555726
100705,0.1421888457757175
100706,0.08383096080459261
100707,7.938178848778512e-05
100708,0.00010007281904386798
100709,0.06569824263341524
100710,0.052855903074731383
100711,0.06295718069922458
100712,0.09754494667551775
100714,0.01707022123597725
100715,9.162897292763755e-05
100716,0.019203298588758785
100721,0.16750272927654394
100723,0.05119907813436255
100724,0.024257304783003628
100725,0.10455849205606098
100730,0.24672289027078073
100731,0.00033293349699038785
100733,0.12656990664354498
100734,0.00044282448673935295
100735,0.04495381441152542
100738,0.1284170010955556
100739,0.03186030097558398
100740,0.04604565899645661
100745,0.05028177973777056
100746,0.05132166640433521
100748,0.0001676524649730288
100749,0.05199882249008418
100750,0.13724241119590078
100751,0.00028344469960765826
100754,0.03585110589237459
100757,0.054003645448265615
100758,0.0002033947160869673
100761,0.00033293349699038785
100762,0.26065191360569995
100763,0.1174164614059184
100764,0.00010468824334780576
100766,0.0001466619966824762
100767,0.00014913487089082922
100768,8.777381859799237e-05
100769,0.00022762250470278588
100770,0.0001262008754949773
100771,0.01976106645216912
100772,8.71505919071774e-05
100773,0.021117133702064226
100775,0.17273893368614024
100776,8.817573297289591e-05
100777,0.09638786692076354
100778,0.30624479644505637
100779,0.11362833021007135
100781,0.11789868272713563
100783,0.095660325881143
100784,5.445030878300167e-05
100785,0.02361537316996081
100786,0.0498489939365892
100787,0.22386984166344628
100789,0.27063865679322163
100790,0.07932610583162007
100791,0.25681537172902297
100795,0.07664943758729414
100796,0.043147719096107026
100797,0.11203533666541007
100799,0.011292035113975541
100803,0.00012411837511676127
100804,0.12584765329655817
100805,0.03781281893706257
100809,0.12874057371645378
100811,0.0001509649095471441
100812,0.05351150714500471
100814,7.869179201411958e-05
100817,0.0003651697347122422
100820,0.018850374031652982
100821,0.045205115410730114
100823,0.00012207023486755665
100824,0.03246442608592019
100827,0.009068926410888198
100828,0.04269930555601371
100829,0.04667162245349303
100830,0.1468914490572155
100831,0.00027416877273884484
100832,4.34006811817612e-05
100834,0.03776497128820985
100835,0.08435251201555029
100836,0.16111889728198192
100837,0.00026082079476358685
100838,0.08875733237927146
100840,0.06439446247899579
100841,0.0004244415882732513
100843,9.99598656100958e-06
100844,0.05750095620806841
100845,0.14105351584857462
100846,0.10663543535984334
100847,0.09038718591636254
